assists,champLevel,combatPlayerScore,creepsPerMinDeltas_0-10,creepsPerMinDeltas_10-20,creepsPerMinDeltas_20-30,creepsPerMinDeltas_30-end,csDiffPerMinDeltas_0-10,csDiffPerMinDeltas_10-20,csDiffPerMinDeltas_20-30,csDiffPerMinDeltas_30-end,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_30-end,damageTakenPerMinDeltas_0-10,damageTakenPerMinDeltas_10-20,damageTakenPerMinDeltas_20-30,damageTakenPerMinDeltas_30-end,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,first_match_duration,first_match_id,first_match_time,goldEarned,goldPerMinDeltas_0-10,goldPerMinDeltas_10-20,goldPerMinDeltas_20-30,goldPerMinDeltas_30-end,goldSpent,id,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,latest_match_time,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,participantId,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,quadraKills,role,sightWardsBoughtInGame,summoner_id,summoner_level,summoner_name,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,total_matches,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_30-end,xpPerMinDeltas_0-10,xpPerMinDeltas_10-20,xpPerMinDeltas_20-30,xpPerMinDeltas_30-end
0.0,10.0,0.0,4.1,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3031.0,3031.0,2359.0,-160.67999999999995,0.0,0.0,0.0,347.1,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0 days 00:13:04.000000000,2732305976,2018-03-04T17:30:32.800000+00:00,6407.0,437.0,0.0,0.0,0.0,6000.0,3.0,0.0,1055.0,3071.0,3133.0,3047.0,1029.0,0.0,3340.0,1.0,4.0,NONE,0.0,4.0,1.0,2018-03-17T23:30:35.012000+00:00,0.0,220.0,140.0,416.0,0.0,0.0,0.0,0.0,3.0,0.0,8100.0,8000.0,31819.0,2485.0,3736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93119230,5,JuanchoGamerYT,24.0,37943.0,2659.0,4153.0,1479.0,59.0,0.0,0.0,50.0,1.0,9,0.0,5903.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,302.56,0.0,0.0,0.0,475.6,0.0,0.0,0.0
4.0,13.0,0.0,5.8000000000000025,0.0,0.0,0.0,1.2199999999999998,0.0,0.0,0.0,5350.0,5350.0,3135.0,-193.62,0.0,0.0,0.0,257.1,0.0,0.0,0.0,1.0,2.0,False,False,False,True,False,False,0 days 00:19:28.000000000,2736671098,2018-03-10T05:42:19.244000+00:00,8759.0,323.5,0.0,0.0,0.0,7050.0,4.0,1.0,1056.0,3285.0,1058.0,2003.0,3113.0,3020.0,3340.0,2.0,9.0,NONE,0.0,5.0,2.0,2018-03-10T08:28:59.779000+00:00,766.0,47043.0,15428.0,4772.0,0.0,0.0,0.0,0.0,4.0,0.0,8200.0,8100.0,13131.0,2887.0,3759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO,0.0,93859961,4,BatmanJoe,16.0,87362.0,23458.0,8625.0,1881.0,95.0,0.0,0.0,37.0,1.0,5,0.0,27187.0,5143.0,93.0,3.0,0.0,0.0,0.0,0.0,0.0,True,104.81999999999996,0.0,0.0,0.0,551.7,0.0,0.0,0.0
0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0 days 00:22:13.000000000,2736196056,2018-03-09T11:50:41.179000+00:00,4970.0,150.0,231.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUNGLE,0.0,0.0,0.0,2018-03-10T11:22:45.549000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8400.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,0.0,93290965,1,TenMarty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,108.5,14.3,0.0,0.0
6.0,13.0,0.0,1.0,1.8,0.0,0.0,,,,,1360.0,1360.0,6065.0,,,,,289.9,516.6,0.0,0.0,12.0,0.0,False,False,False,False,False,False,0 days 00:29:00.000000000,2741633610,2018-03-17T02:08:38.770000+00:00,7381.0,127.2,257.79999999999995,0.0,0.0,1825.0,3.0,0.0,3117.0,3098.0,2055.0,0.0,0.0,0.0,3340.0,0.0,0.0,BOTTOM,0.0,0.0,0.0,2018-03-18T00:56:17.967000+00:00,228.0,21184.0,2410.0,5114.0,0.0,0.0,0.0,0.0,3.0,0.0,8200.0,8100.0,15143.0,731.0,8879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93642215,5,gman96321,8.0,44038.0,3141.0,13993.0,2058.0,44.0,0.0,0.0,142.0,3.0,7,0.0,7710.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,,,,,203.1,406.7,0.0,0.0
8.0,8.0,0.0,1.4,0.0,0.0,0.0,2.88,0.0,0.0,0.0,713.0,713.0,3738.0,5.039999999999949,0.0,0.0,0.0,448.4,0.0,0.0,0.0,2.0,1.0,False,False,False,False,False,False,0 days 00:15:33.000000000,2738881545,2018-03-12T22:48:18.675000+00:00,6479.0,348.4,0.0,0.0,0.0,4750.0,4.0,0.0,1058.0,3027.0,0.0,1001.0,0.0,0.0,3340.0,2.0,6.0,NONE,0.0,3.0,2.0,2018-04-13T18:53:26.835000+00:00,508.0,14606.0,4462.0,1164.0,0.0,0.0,0.0,0.0,4.0,0.0,8200.0,8100.0,7254.0,2538.0,7276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93820941,5,MakeUrMUMproud,7.0,27572.0,8315.0,9441.0,2482.0,27.0,0.0,0.0,23.0,3.0,12,0.0,5711.0,1313.0,1000.0,0.0,0.0,5.0,0.0,0.0,5.0,True,217.76,0.0,0.0,0.0,300.2000000000001,0.0,0.0,0.0
8.0,8.0,0.0,1.7,0.0,0.0,0.0,2.5,0.0,0.0,0.0,319.0,319.0,8305.0,-136.35999999999996,0.0,0.0,0.0,401.70000000000016,0.0,0.0,0.0,4.0,0.0,False,False,True,False,False,False,0 days 00:16:02.000000000,2736414999,2018-03-09T23:48:27.965000+00:00,6189.0,249.1,0.0,0.0,0.0,1325.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,1.0,2.0,NONE,0.0,2.0,1.0,2018-03-10T00:41:54.564000+00:00,377.0,999.0,417.0,834.0,0.0,0.0,0.0,0.0,4.0,0.0,8100.0,8000.0,14907.0,1757.0,7510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93859802,2,XvinoGod,0.0,15954.0,2222.0,8344.0,3644.0,21.0,0.0,0.0,10.0,3.0,3,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,196.7,0.0,0.0,0.0,180.0,0.0,0.0,0.0
17.0,12.0,0.0,4.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5725.0,5725.0,3121.0,-218.16000000000003,0.0,0.0,0.0,236.1,0.0,0.0,0.0,0.0,2.0,False,False,False,True,True,False,0 days 00:18:25.000000000,2736315354,2018-03-09T20:46:30.872000+00:00,10524.0,482.4,0.0,0.0,0.0,8750.0,1.0,1.0,1055.0,3072.0,3006.0,3087.0,0.0,0.0,3340.0,1.0,14.0,NONE,480.0,14.0,2.0,2018-03-10T00:02:29.759000+00:00,0.0,4373.0,1267.0,1101.0,0.0,0.0,0.0,0.0,1.0,0.0,8000.0,8200.0,52741.0,19614.0,5863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93679703,5,TheClutchman,6.0,57115.0,20881.0,6964.0,750.0,69.0,0.0,0.0,100.0,1.0,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,True,241.38,0.0,0.0,0.0,441.0,0.0,0.0,0.0
5.0,12.0,0.0,6.4,0.0,0.0,0.0,3.1600000000000006,0.0,0.0,0.0,7141.0,7141.0,9180.0,-112.00000000000004,0.0,0.0,0.0,692.8000000000003,0.0,0.0,0.0,0.0,5.0,False,False,False,False,False,False,0 days 00:14:39.000000000,2736759114,2018-03-10T08:14:39.266000+00:00,10075.0,533.6,0.0,0.0,0.0,6450.0,2.0,0.0,1055.0,3044.0,3006.0,3812.0,0.0,0.0,3340.0,1.0,19.0,NONE,0.0,19.0,3.0,2018-03-10T10:06:33.466000+00:00,875.0,5457.0,2037.0,1702.0,0.0,0.0,0.0,0.0,2.0,0.0,8400.0,8200.0,69451.0,15818.0,10107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93789991,3,NZCNJC,13.0,74908.0,17855.0,13036.0,5798.0,97.0,0.0,0.0,27.0,1.0,4,2.0,0.0,0.0,1227.0,1.0,0.0,1.0,0.0,0.0,1.0,True,244.94,0.0,0.0,0.0,642.2,0.0,0.0,0.0
3.0,10.0,0.0,1.4,0.0,0.0,0.0,,,,,9837.0,9837.0,1357.0,,,,,86.3,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0 days 00:18:14.000000000,2723473338,2018-02-20T16:34:09.771000+00:00,8191.0,304.7,0.0,0.0,0.0,7850.0,4.0,2.0,1056.0,3027.0,2003.0,3020.0,3151.0,0.0,3340.0,1.0,10.0,JUNGLE,0.0,10.0,1.0,2018-02-20T18:58:07.131000+00:00,0.0,35983.0,7279.0,473.0,4.0,4.0,0.0,0.0,4.0,0.0,8200.0,8100.0,8995.0,1445.0,3189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,0.0,92902616,3,Zorix88,5.0,49978.0,8724.0,3663.0,1180.0,47.0,0.0,0.0,134.0,1.0,3,0.0,5000.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,True,,,,,286.9,0.0,0.0,0.0
12.0,12.0,0.0,3.7,0.0,0.0,0.0,,,,,10649.0,10649.0,2170.0,,,,,223.0,0.0,0.0,0.0,1.0,2.0,False,False,True,False,False,False,0 days 00:19:23.000000000,2723288930,2018-02-20T05:20:24.821000+00:00,9474.0,252.6,0.0,0.0,0.0,7500.0,2.0,1.0,1056.0,1001.0,3165.0,3089.0,0.0,0.0,3340.0,2.0,10.0,BOTTOM,0.0,8.0,2.0,2018-02-20T18:55:58.179000+00:00,999.0,57377.0,18901.0,1374.0,0.0,0.0,0.0,0.0,2.0,0.0,8200.0,8100.0,13743.0,2614.0,4693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOLO,0.0,92912701,3,Batiatus47,20.0,79255.0,21515.0,6067.0,750.0,86.0,0.0,0.0,295.0,2.0,3,0.0,8135.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,True,,,,,369.1,0.0,0.0,0.0
0.0,6.0,0.0,2.5,0.0,0.0,0.0,1.5000000000000002,0.0,0.0,0.0,675.0,675.0,318.0,-262.1,0.0,0.0,0.0,118.1,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0 days 00:19:40.000000000,2713624728,2018-02-08T09:55:42.288000+00:00,4392.0,165.39999999999995,0.0,0.0,0.0,985.0,3.0,0.0,1056.0,2003.0,1052.0,0.0,0.0,0.0,3340.0,0.0,0.0,MIDDLE,0.0,0.0,0.0,2018-02-08T09:55:42.288000+00:00,0.0,4750.0,623.0,387.0,0.0,0.0,0.0,0.0,3.0,0.0,8200.0,8100.0,5258.0,423.0,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOLO,0.0,92799372,1,Bán Xôi Ngon,2.0,15648.0,1313.0,1181.0,72.0,25.0,0.0,0.0,4.0,1.0,1,0.0,5639.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,-82.90000000000002,0.0,0.0,0.0,248.2,0.0,0.0,0.0
8.0,10.0,0.0,1.4,0.5,0.0,0.0,1.9,0.8500000000000001,0.0,0.0,842.0,187.0,8280.0,-269.5,-721.6500000000003,0.0,0.0,330.2999999999999,496.9,0.0,0.0,6.0,0.0,False,False,False,False,False,False,0 days 00:22:04.000000000,2741930995,2018-03-17T05:14:15.068000+00:00,6992.0,235.9,345.4,0.0,0.0,3100.0,1.0,0.0,1056.0,3027.0,0.0,0.0,0.0,0.0,3340.0,0.0,0.0,BOTTOM,0.0,0.0,0.0,2018-03-17T06:26:22.464000+00:00,347.0,6788.0,1146.0,1355.0,1.0,0.0,0.0,0.0,1.0,0.0,8200.0,8100.0,5049.0,1002.0,7675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93762257,4,Jumping Cactus11,1.0,15078.0,2846.0,9030.0,1551.0,19.0,0.0,0.0,6.0,2.0,4,0.0,3239.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,135.25,100.75,0.0,0.0,299.2,338.0,0.0,0.0
5.0,11.0,0.0,2.2,1.5,0.0,0.0,,,,,6609.0,6609.0,6129.0,,,,,365.5,348.6,0.0,0.0,3.0,1.0,False,False,False,True,False,False,0 days 00:22:04.000000000,2741930995,2018-03-17T05:14:15.068000+00:00,8735.0,272.6,448.20000000000016,0.0,0.0,8200.0,3.0,1.0,3072.0,3006.0,3153.0,0.0,0.0,0.0,3340.0,1.0,7.0,MIDDLE,189.0,6.0,3.0,2018-03-19T10:58:25.648000+00:00,397.0,547.0,247.0,796.0,4.0,0.0,4.0,0.0,3.0,0.0,8000.0,8200.0,34814.0,5283.0,6944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO,0.0,93771863,5,ThisNabil,14.0,36096.0,5530.0,7740.0,1950.0,37.0,0.0,0.0,617.0,2.0,4,1.0,734.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,True,,,,,341.5,430.5,0.0,0.0
3.0,11.0,0.0,2.7,0.0,0.0,0.0,-0.30000000000000004,0.0,0.0,0.0,635.0,635.0,7014.0,43.950000000000045,0.0,0.0,0.0,575.7,0.0,0.0,0.0,4.0,3.0,False,False,False,False,False,False,0 days 00:16:22.000000000,2694039003,2018-01-14T21:44:56.788000+00:00,8425.0,378.6,0.0,0.0,0.0,6950.0,3.0,0.0,1055.0,3285.0,3071.0,0.0,0.0,0.0,3340.0,3.0,15.0,BOTTOM,0.0,9.0,2.0,2018-01-14T23:27:05.920000+00:00,339.0,4618.0,2634.0,3894.0,0.0,0.0,0.0,0.0,3.0,0.0,8400.0,8200.0,39154.0,11033.0,9433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_CARRY,0.0,92180349,5,DontTryAkali,15.0,43772.0,13667.0,14019.0,2902.0,49.0,0.0,0.0,21.0,2.0,6,0.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,True,-3.7500000000000138,0.0,0.0,0.0,449.5,0.0,0.0,0.0
4.0,8.0,0.0,1.4,1.3,0.0,0.0,-0.2,-0.05000000000000005,0.0,0.0,2985.0,2985.0,4212.0,-58.350000000000016,-368.94999999999993,0.0,0.0,397.6,659.6,0.0,0.0,11.0,0.0,False,False,True,False,False,False,0 days 00:21:39.000000000,2694082153,2018-01-14T22:42:27.097000+00:00,6423.0,202.7,333.7,0.0,0.0,3150.0,5.0,0.0,1055.0,2003.0,3006.0,3086.0,0.0,0.0,3340.0,0.0,1.0,BOTTOM,127.0,0.0,1.0,2018-01-28T02:51:44.798000+00:00,170.0,451.0,151.0,1223.0,0.0,0.0,0.0,0.0,5.0,0.0,8000.0,8200.0,22378.0,4353.0,10765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO,0.0,91508180,4,Luckay,20.0,26240.0,4504.0,11989.0,69.0,27.0,0.0,0.0,461.0,1.0,3,0.0,3410.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,-54.75,97.0,0.0,0.0,210.1,239.3,0.0,0.0
0.0,4.0,0.0,0.4,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,72.0,-139.83999999999997,0.0,0.0,0.0,30.7,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0 days 00:16:37.000000000,2742726781,2018-03-18T14:06:54.496000+00:00,4596.0,190.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,0.0,NONE,0.0,0.0,0.0,2018-03-18T14:06:54.496000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8000.0,8200.0,812.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93712763,1,FloridaMan69,0.0,812.0,0.0,307.0,0.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,250.36,0.0,0.0,0.0,145.3,0.0,0.0,0.0
8.0,12.0,0.0,0.7,1.3,0.0,0.0,5.551115123125783e-17,-0.7,0.0,0.0,4596.0,4596.0,10282.0,-5.900000000000006,-372.9,0.0,0.0,451.20000000000016,776.0,0.0,0.0,6.0,0.0,False,False,True,False,False,False,0 days 00:20:18.000000000,2742714492,2018-03-18T13:11:43.836000+00:00,8794.0,270.0,540.4000000000002,0.0,0.0,4100.0,2.0,0.0,1054.0,3071.0,1001.0,1036.0,0.0,0.0,3340.0,4.0,8.0,BOTTOM,316.0,2.0,1.0,2018-03-18T21:40:25.821000+00:00,266.0,2071.0,1730.0,2234.0,0.0,0.0,0.0,0.0,2.0,0.0,8400.0,8200.0,30865.0,9178.0,10037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOLO,0.0,93842575,4,Pochabag,9.0,32936.0,10909.0,14272.0,1367.0,20.0,0.0,0.0,138.0,2.0,7,0.0,0.0,0.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,True,107.5,143.10000000000005,0.0,0.0,287.9,610.8,0.0,0.0
5.0,10.0,0.0,1.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,3067.0,3067.0,1776.0,-281.54,0.0,0.0,0.0,187.3,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,True,0 days 00:15:46.000000000,2742221857,2018-03-17T19:44:40.119000+00:00,5568.0,268.8,0.0,0.0,0.0,400.0,2.0,0.0,1056.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,1.0,NONE,0.0,0.0,1.0,2018-03-24T21:22:17.171000+00:00,807.0,2464.0,798.0,575.0,0.0,0.0,0.0,0.0,2.0,0.0,8200.0,8100.0,7096.0,779.0,2106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93340424,4,CurryIsTasty,0.0,10324.0,1908.0,2682.0,44.0,12.0,0.0,0.0,2.0,1.0,3,0.0,763.0,330.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,True,272.46000000000004,0.0,0.0,0.0,415.1,0.0,0.0,0.0
0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,13245.0,,,,,921.0,1010.7,1000.8,0.0,29.0,0.0,False,False,False,False,False,False,0 days 00:30:18.000000000,2728796679,2018-02-27T12:26:14.260000+00:00,5870.0,101.1,162.0,262.7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,0.0,MIDDLE,0.0,0.0,0.0,2018-03-20T21:02:13.206000+00:00,56.0,0.0,0.0,4184.0,0.0,0.0,0.0,0.0,4.0,0.0,8400.0,,0.0,0.0,25141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO,0.0,93240700,5,Boanhellynn,0.0,0.0,0.0,29325.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,43.1,252.2,207.5,0.0
3.0,8.0,0.0,4.6,0.0,0.0,0.0,1.5499999999999998,0.0,0.0,0.0,2659.0,538.0,11251.0,195.75000000000003,0.0,0.0,0.0,743.6,0.0,0.0,0.0,9.0,0.0,False,False,False,False,False,False,0 days 00:18:42.000000000,2726747388,2018-02-24T19:47:36.187000+00:00,6802.0,376.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,4.0,MIDDLE,0.0,0.0,1.0,2018-03-17T03:06:33.113000+00:00,129.0,561.0,49.0,475.0,4.0,0.0,4.0,0.0,1.0,0.0,8100.0,8000.0,29121.0,3648.0,9810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_CARRY,0.0,91199258,2,Schurman,21.0,33725.0,3715.0,10285.0,1132.0,48.0,0.0,0.0,49.0,1.0,2,0.0,4043.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,39.350000000000016,0.0,0.0,0.0,386.4,0.0,0.0,0.0
0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,-247.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0 days 00:13:53.000000000,2741385271,2018-03-16T23:08:43.019000+00:00,3563.0,182.5,0.0,0.0,0.0,2800.0,3.0,0.0,1054.0,3044.0,3111.0,0.0,0.0,0.0,3340.0,0.0,0.0,NONE,0.0,0.0,0.0,2018-03-18T23:12:33.772000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8400.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93692036,5,GummyMango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,262.11999999999995,0.0,0.0,0.0,256.8,0.0,0.0,0.0
3.0,11.0,0.0,0.0,0.6,0.0,0.0,,,,,1070.0,1070.0,8652.0,,,,,300.8,525.8,0.0,0.0,7.0,1.0,False,False,False,False,False,False,0 days 00:25:08.000000000,2742462375,2018-03-18T02:40:31.290000+00:00,7727.0,211.4,304.5,0.0,0.0,5700.0,2.0,0.0,3044.0,3111.0,3143.0,1054.0,0.0,0.0,3340.0,1.0,5.0,BOTTOM,0.0,3.0,2.0,2018-03-18T16:49:11.663000+00:00,405.0,1420.0,1058.0,1715.0,0.0,0.0,0.0,0.0,2.0,0.0,8400.0,8200.0,10368.0,4384.0,8569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93602665,5,COOL GAMING225,1.0,15058.0,5443.0,12285.0,1213.0,6.0,0.0,0.0,62.0,2.0,4,0.0,3270.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,61.3,304.7000000000001,0.0,0.0
15.0,10.0,0.0,2.2,0.0,0.0,0.0,1.44,0.0,0.0,0.0,3772.0,3772.0,8071.0,-55.060000000000045,0.0,0.0,0.0,552.6,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,0 days 00:15:47.000000000,2741195315,2018-03-16T11:47:56.223000+00:00,7774.0,378.8,0.0,0.0,0.0,7100.0,3.0,0.0,1055.0,3812.0,1029.0,3065.0,0.0,0.0,3340.0,1.0,8.0,NONE,0.0,8.0,1.0,2018-04-13T09:25:11.408000+00:00,866.0,2819.0,1439.0,1160.0,0.0,0.0,0.0,0.0,3.0,0.0,8400.0,8200.0,42469.0,13273.0,8079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DUO_SUPPORT,0.0,93761843,4,ARDUL42,12.0,45289.0,14712.0,10618.0,4365.0,41.0,0.0,0.0,20.0,3.0,11,0.0,0.0,0.0,1378.0,0.0,0.0,0.0,0.0,0.0,0.0,True,219.18,0.0,0.0,0.0,424.70000000000016,0.0,0.0,0.0
8.0,11.0,0.0,2.3,0.0,0.0,0.0,1.44,0.0,0.0,0.0,3396.0,2791.0,10807.0,-55.060000000000045,0.0,0.0,0.0,506.4,0.0,0.0,0.0,1.0,3.0,False,False,False,False,False,False,0 days 00:15:47.000000000,2741195315,2018-03-16T11:47:56.223000+00:00,9869.0,343.8,0.0,0.0,0.0,6600.0,4.0,0.0,3077.0,2033.0,3047.0,3071.0,1028.0,1028.0,3340.0,2.0,18.0,NONE,0.0,11.0,4.0,2018-03-19T10:44:32.659000+00:00,764.0,1488.0,1488.0,2293.0,16.0,0.0,13.0,0.0,4.0,0.0,8400.0,8200.0,51991.0,16707.0,11946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DUO_SUPPORT,0.0,93862039,5,KlLLLURSELF,16.0,57461.0,18818.0,14240.0,5559.0,46.0,0.0,0.0,227.0,2.0,5,2.0,3982.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,219.18,0.0,0.0,0.0,448.3,0.0,0.0,0.0
